Date,nps,text
2023-03-20,5,Incluir costo final desde el principio.
2023-03-20,4,muy dificil de comprar
2023-03-20,7,No cobrando asientos cuando ya se compro un boleto
2023-03-20,7,Se traba la pagina de pago
2023-03-20,5,N/a
2023-03-20,2,cambian las tarifas del vuelo al momento de pagarlo y cuando se buscan en otro dispositivo el precio continua siendo el inicial
2023-03-20,7,"Realistas con los precios, salió el doble de lo que te dice que te va a costar"
2023-03-20,0,AVISAR ALL TELEFONO EN CASO DE CANCELACION
2023-03-20,3,"Mal UX, mal UI, mucha publicidad para agregar servicios, genera desconfianza"
2023-03-20,0,todo
2023-03-20,2,Falla en Firefox
2023-03-20,6,PONEN CARGOS AUTOMATICOS QUE NO SE ESCOGIERON.
2023-03-20,4,no cobar un cargo para que una famila con menores de edad se pueden sentar juntos o groupos. Mas importante los con familia con menores de edad.
2023-03-20,5,Mejores precios
2023-03-20,0,NO ME DEJÓ PAGAR CON NINGUNA TARJETA
2023-03-20,4,ME FORZO LA PAGINA A ESCOGER UN COMBO CON MALETAS
2023-03-20,5,NO PONGAN SERVICIOS ADICICONALES   EN LLENADO POR AUTOMATICO
2023-03-20,7,Poner los precios del vuelo completo desde el inicio
2023-03-20,7,MOSTRANDO LOS CARGOS MAS EXPLICITAMENTE DESDE EL PRINCIPIO
2023-03-20,7,tiene muy buenos precios pero el servicio no es muy bueno en cuestión de tiempos es mi cuarta ves que voy a viajar con ustedes y 3 veces an quedado muy mal en el horario espero esta ves no tenga que pasar por algún inconveniente
2023-03-20,6,sera mas practicos no ir tratando de aumentar con cada rubro que quieren agregar
2023-03-20,5,Explicar mejor a que se refiere el TUA eso nunca nos habia tocado ese cobro
2023-03-20,8,TUVE QUE REINTENTAR EL ´PAGO 4 VECES
2023-03-20,7,opción de editar los atributos de tu reservación en la sección final para el pago.
2023-03-20,7,quitar todo lo de agregar en el camino
2023-03-19,7,el tipo de moneda (pesos a dólares) no cambia como guest.
2023-03-19,3,"La última vez mi vuelo se retraso 2 horas, y no avisaron."
2023-03-19,8,con mayor claridad de costo sin tanto enrredo
2023-03-19,3,too much upselling
2023-03-19,5,Muestra un precio y luego otro.
2023-03-19,8,Dando opciones totales de precio por paquetes
2023-03-19,0,"m,e cagan"
2023-03-19,8,HIJOLES PREGUNTAN MUCHAS COSAS INNECESARIAS
2023-03-19,0,"SUPER DIFICIL PAGAR Y HACER TODO EL TRAMITEPESIMA EXPERIENCIA"
2023-03-19,7,La presentacion es confusa
2023-03-19,8,"Que no sea tan complicado saltarse los costos adicionales opcionales. En la app de android es aún más difícil, ya que es imposible saltarse el pago de asientos en esa plataforma."
2023-03-19,5,MAS PROMOCIONES
2023-03-19,8,mayor explicación
2023-03-19,2,"Pésima página web, nunca puedo pagar con tarjeta y la, aplicación está igual de terrible"
2023-03-19,6,no me deja usar mi tarjeta
2023-03-19,5,Aceptar tarjetas de credito internacionales (Canada)
2023-03-19,7,DESMENUIR TANTOS PASOS. ESPECIALMENTE CUANDO NOS OFRECEN ASEGURANCA DE VUELO DOS VECES CON DOBLE CARGO. EN DOS PASOS.
2023-03-19,5,NO CAMIANDO LA TARIFA AL MOMENTO DE PAGAR
2023-03-19,7,modificación de datos personales es muy lento
2023-03-19,0,"Terrible, todo el tiempo cambia la fecha de nacimiento.Revisenlo"
2023-03-19,0,No me dejo pagar
2023-03-19,1,hagan una pagina mas accesible sin MUCHAS PANTALLAS
2023-03-19,8,La app cambia los datos que entras
2023-03-19,7,Que no se trabe la pagina
2023-03-19,0,de milagro no cobran por respirar tambien
2023-03-19,0,"la pagina trae cargas escondidos, ese seguro de proteccion que se agrega al final,"
2023-03-19,8,Menos pasos.
2023-03-19,3,Malisimo
2023-03-19,3,"Fue muy complicado que identificaran mi medio de pago y adicionalmente cuando intente hacerlo por teléfono, me pidieron TODOS mis datos lo cual generar vulnerabilidad de mi información, abriendo la posibilidad de fraude"
2023-03-19,5,"La información es tramposa. Maneja un precio en una ventana y luego, al darle click, el precio es diferente, más alto"
2023-03-19,5,"Evitando el pretender hacer cargos automaticos no solicitados todo el tiempo casi con cada cambio de pantalla, por agregar cosas que uno no solicita. Quitar esa ridicula tarifa de seleccion de asientos, que deberia de ser visible solo si uno estuviese interesado en seleccionar alguno."
2023-03-19,2,Es confusa su página
2023-03-19,0,No es muy claro como manejan el seguro de Reembolso Total. Me sentí mal con todo eso!
2023-03-19,8,"creo que de pronto es demasiada información, me hago bolas"
2023-03-19,0,estan muyt caros
2023-03-19,1,Las fechas de nacimiento cambian cada vez que sigues con el proceso. Toma literalmente media hora comprar boletos en su página.
2023-03-19,7,si por cel se reuiere mas tiempo .
2023-03-19,8,A veces es confuso
2023-03-19,7,Poner precios reales y no agregar servicios no solicitados
2023-03-19,5,"Mejorar los precios , esta mas barato salir del país que viajar dentro del mismo"
2023-03-19,8,"LA PAGINA   ES LENTA  Y CONFUNDE CON TANTO COMPLEMENTOSEGURO DE VIAJE    MALETAS      ASIENTOS    ETC  ETC"
2023-03-19,0,Rembolsando el dinero
2023-03-19,1,no jalan los pagos
2023-03-19,6,"Your site denied my credit card, and my bank said there were no recent denials."
2023-03-19,2,Mi tarjeta de crédito no se reconoce a pesar de que en otras páginas si funciona perfectamente.
2023-03-19,5,incluir el pago de tua en la cuita de pago sin separarlos
2023-03-19,7,Reducir el proceso de compra
2023-03-19,0,nunca pude pagar con mi tarjeta de credito
2023-03-19,4,siempre retrasan los vuelos
2023-03-19,7,"Es medio mentirosa, tiene mucha jiribilla para reservar, se que lo quieren hacer muy a la medida pero al mismo tiempo tiene sus pormenores"
2023-03-19,6,"OCULTAR NUMEROS DE SEGURIDAD DE TARJETAS, PERMITIR USO DE VPN, NO AGREGAR COSTOS/PRODCUTOS/SERVICIOS AUTOMATICAMENTE"
2023-03-19,3,"Annoying price add-ons, birth data changing"
2023-03-19,6,el tema del seguro no que no queria no esta en adicionales estaba hasta el final y me hizo perder mucho tiempo en encontrar donde quitarlo
2023-03-19,8,"Mas claridad en los precios, se presenta un precio y a la hora de pagar la cantidad cambia muchisimo."
2023-03-19,1,"The checkout experience is awful and buggy. Too many errors and the ""Reembolso"" gets added by default and it's very hard to find out how to remove it. I almost booked with another airline up until i figured how to remove your extra charges ... AND in the app, the expiration date of the card details bugs all the time. And the post/zip code in the app doesn't allow letters and only numbers. Too many things gone wrong."
2023-03-19,4,La app tiene muchas errores y no funciona bien.
2023-03-19,7,poner un telefono que se puedan comunicar
2023-03-19,3,dejar de cambiar las tarifas cada 5 minutos
2023-03-19,0,payment is not working altough correct details are given
2023-03-19,0,"no funciona con firefox, problema con las fechas de nacimiento"
2023-03-19,8,MUY COMPLICADO ESTAR ESCOGIENDO  TODO LO QUE QUIEREN VENDER
2023-03-19,8,"agregar el iva ya en el costo del boleto, no hasta el final"
2023-03-19,8,LOS PRECIOS SUBEN A LA HORA DE HACER EL PAGO
2023-03-19,3,OK
2023-03-19,2,QUE NO HAYA TANTOS ANUNCIOS O QUE SEAN MÁS SIMPLES
2023-03-19,8,"Que no pongan tantos cargos, para agilizar la reservación , ya que confunde tantos cargos que quieren"
2023-03-19,5,no cobrar por la eleccion de asientos
2023-03-19,8,Bajando los precios
2023-03-19,7,"MEJORE PRECIOS, OPCION DE PAGO POR PAYPAL, DESCUENTO PARA ADULTOS MAYORES,"
2023-03-19,7,Mejorar los precios y retraso de los vuelos
2023-03-19,1,"Sean transparentes, añaden tarifas a escondidas, pero supongo que ese es su modelo de nogocio, it sucks!"
2023-03-19,8,horarios más temprano sin escalas
2023-03-19,3,OFRECEN MUCHAS COSAS DEBE SER MAS SENCILLO
2023-03-19,8,"la  web es facil pero no siempre respetan los horarios de salida , ni tampoco avisan cuando los retrazos son de mas de 3 horas."
2023-03-19,4,n++agregan un monton de cosas
2023-03-19,8,REDUCIENDO LOS PASOS PARA RESERVAR UN VUELO.
2023-03-19,5,"No poniendo tantos anuncios y si me quiero regresar, pónganle un botón para regresar, o estoy considerando un viaje doble que tenga la opción de cambiar a sencillo, no que tienes que cancelar todo y empezar de cero y luego ya no sale lo mismo.Saludos y gracias"
2023-03-19,5,Siendo mas claros en sus instrucciones y no haciendo del proceso algo complicado para terminar pagando más
2023-03-19,7,se trabo la pagina
2023-03-19,6,"tienen exajeradamente disueltos los servicios, ccaen mal... extraño lo simple de comprar."
2023-03-19,4,"para comprar es muy confuso por todo lo que agregan,"
2023-03-19,7,Facil de usar pero tambien ponen gastos en todo y eso no esta bien
2023-03-19,8,"Iba navegando sin problema hasta que llegué a la parte de agregar la tarifa de uso de aeropuerto, en el navegador Mozilla Firefox no cargó esa parte y tuve que iniciar de nuevo todo el proceso en el navegador Microsoft Edge, ahí sí lo pude completar.Salvo ese detalle, buena experiencia de navegación Web, clara y paso a paso."
2023-03-19,7,GGGG
2023-03-19,7,"cada que selecciono una opción me regresa la pantalla hacia arriba. si quiero seleccionar los mis no me da la opción, esta muy burda y rudimentaria"
2023-03-19,6,"It would work better to add luggage per person at the start of the reservation :) Thank you."
2023-03-19,8,HACIENDO MAS FACIL LA COMPRA
2023-03-19,5,NO ME DEJO REALIZAR EL PAGO
2023-03-19,5,TUVE QUE INTENTAR PAGAR 4 VECES
2023-03-19,5,No estamos en Cuba ahora.
2023-03-19,5,que no aparezcan cargos que tu no quieres
2023-03-19,8,"Es sincilla de usar, aunque deberian de quitar la intension eterna por vender mas y mas"
2023-03-19,5,aclarando si el tua esta incluido en el pago de los boletos o las reservaciones
2023-03-19,5,bbb
2023-03-19,1,Hay muchos costos ocultos sin explicacion
2023-03-19,8,Dar opción de solo comprar boleto de ida.
2023-03-19,0,Está horrible https://www.youtube.com/watch?v=u3IHCd6U-J8
2023-03-19,6,No sugerir la pre selección automática las opciones de compra de paquetes
2023-03-18,7,LOS PRECIOS JAJA
2023-03-18,7,Muchas fallas en su página.
2023-03-18,8,"SOMETIMES I FEEL LOST WITH YOUR WEBPAGE, FOR SOME REASON."
2023-03-18,7,Que se guarden los avances
2023-03-18,7,todo bien
2023-03-18,0,siempre se refresca la pagina y no deja comprar
2023-03-18,6,ACEPTAR TARJETAS AMERICAN EXPRESS
2023-03-18,0,it's totally broken... doesn't even work on Firefox
2023-03-18,8,Ser mas claros y sin tantos servicios por agregar que sólo confunden
2023-03-18,4,No meter seguros sin la aprobación y más amigable con los asientos.
2023-03-18,8,Todo excelente pero no me gustó que me regresaba muchas veces porque decia que la sesion expiraba a cada rato
2023-03-18,0,Es un absoluto robo y asco esta pagina
2023-03-18,8,"MEJORAR LA VERSATILIDAD DE LA PAGINA, EN EL PROCESO. SE VUELVE UN POCO LENTA"
2023-03-18,7,"muy lento, uno no tiene la practica."
2023-03-18,7,mas intuitivo el menú
2023-03-18,7,.
2023-03-18,7,Mejoras precios de vuelos
2023-03-18,5,no cobrar tanto por los extras
2023-03-18,8,No lo se tu dime
2023-03-18,8,"El precio directo desde el inicio, sube cada rato"
2023-03-18,6,Esta lenta la pagina
2023-03-18,8,Me parece que hay mucho ruido visual y eso puede hacer complicado leer la info y hacer la reserva
2023-03-18,1,que acepten el pago con tarjeta
2023-03-18,8,Gracias
2023-03-18,5,Comunicarse con el viajero de inmediato
2023-03-18,5,Demasiados pasos opciones y cobros extras de flojera
2023-03-18,4,Incluyan el tua en todos sus formas de vuelo desde el inicio
2023-03-18,8,Se blokeo varias veces.. y no te da opcion de poner mas pasajeros cuando pones el pasajero.
2023-03-18,5,"No existe la opción de elegir paquete de maletas distintos por dos adultos. La página te obliga a elegir el mismo paquete (ejemplo: 2 Smart o 2 light y no un light y otro smart).La página se queda colgada constantemente por lo que hay que cambiar de navegador."
2023-03-18,0,"todo funciona muy mal:1. En la edad de nacimiento no se puede seleccionar el dia 31. 2. Con firefox no funciona bien. He tenido, tras muchos errores, que pasar a Chrome. 3. Sois muy que muy pesados con los agregados de maletas y otros servicios añadidos. etc. etc. En resumen ha sido una experiencia ciertamente muy poco placentera."
2023-03-18,8,No oculten los cargos de reserva segura
2023-03-18,8,"SIENDO MAS CLAROS EN SUS PRECIOS, DEBEN INCLUIR EL ASIENTO."
2023-03-18,8,"mejorar la interfaz, que sea un poco mas amigable"
2023-03-18,7,la manera de pagar
2023-03-18,8,Dejando de cambiar la primera fecha seleccionada
2023-03-18,8,Regresa a la pagina anterior en ocasiones
2023-03-18,5,no ocbrando los asientos
2023-03-18,8,Sin Comentarios
2023-03-18,2,MUCHAS VENTANAS SE ABREN Y COBRAN POR TODO  MUY CARO TODO
2023-03-18,2,es super tedioso tener que decir no a todo¡ no queremos hospedaje ni agregar nada mas queremos que sea más práctica es demasiado tardado y uno pierde el tiempo y las ganas de comprar
2023-03-18,2,Did not work
2023-03-18,2,NO PERMITEN OTRA FORMA DE PAGO QUE NO SEA LA TARJETA DE DBITO O CUENTAS BANCARIAS ELECTRONICAS
2023-03-18,3,"Tuve que perder mi vuelo por que no respetaron los 3 cambios, nadie se hizo responsable."
2023-03-18,1,muy lenta y con muchos errores
2023-03-18,7,Me dio que no habia mi precio original respeten los precios tube que reagendar
2023-03-18,8,EXCELENTE
2023-03-18,7,se bloquea la plata forma
2023-03-18,6,.
2023-03-18,5,"Es confuso el renvolso total, se ponen cargos y no se pueden cancelar."
2023-03-18,8,Demasiados servicios innecesarios para viajar
2023-03-18,7,Informar antes que tanto son los impuestos
2023-03-18,8,"la selección de asientos debería ser por pasajero, permitir que parte del grupo se asigne aleatoriamente"
2023-03-18,8,Creo estan bien
2023-03-18,6,"NO CONFUNDIR A LA GENTE CON TANTOS CARGOS, ES COMO DOLOSA LA PAGINA"
2023-03-18,7,"El adicional ""Protegido"" no se puede remover sino hasta estar completando el pago, cosa que me detuvo de realizar la compra hace 2 días."
2023-03-18,7,"no esta clara la informacion para usar, ganar los dooter"
2023-03-18,8,"Dejar las opciones a solicitud, no cargarlas para que uno las elimine como en el caso de viaje seguro"
2023-03-18,1,"quitar los seguros, que casi te los cobran obligatoriamente"
2023-03-18,1,"tuve problemas con el pago con tarjeta de crédito, llamé al servicio de atención telefónica y la recomendación fue que intentara después o que pagara en efectivo, yo quería pagar con tarjeta"
2023-03-18,5,"Mucho tramite para escoger vuelos y tarifas. Todo te cobran por separado, deberían de ser precios fijos y solo separar linea premier."
2023-03-18,0,Ser claros sin plublicidad engañosa
2023-03-18,8,la pagina tarda mucho en cargar
2023-03-18,5,DEMASIADOS ANUNCIOS DISTRACORES Y DEMASIADAAS TARIFAS A DICIONALES
2023-03-18,5,ok todo bien
2023-03-18,0,"por alguna razon, no sirven las tarjetas americanas del Bank of America"
2023-03-18,8,mejorando precios
2023-03-18,8,especificaciones de pago
2023-03-18,0,precio.
2023-03-18,0,su pagina un asco
2023-03-18,3,Esconden cargos para que el usuario no sepa porque le estan cargando algo extra
2023-03-18,7,ES MUCHA LA INFORMACIÓN QUE AGREGAN A LA PAGINA COMO ACCESORIOS
2023-03-18,5,Todo
2023-03-18,8,me parece un poco lento al estar promocionando todos los accesorios de vuelo
2023-03-18,8,CONFIRMACION DE ASIENTOSS
2023-03-18,3,cobran por todo
2023-03-18,8,"permitir seleccionar los beneficios de equipaje solo para un pasajero, ya que al elegir automaticamente cobra de los dos pasajeros"
2023-03-18,1,"Dejar de hacer trampas, no supe a qué hora me pusieron un cargo por reembolso."
2023-03-18,8,NO SE
2023-03-18,7,No variar precios cuando se estan seleccionando vuelos
2023-03-18,8,ni idea
2023-03-18,7,es muy buena y rápida pero lo que no me gusta es que afuerzas te quieren vender tos seguro asiento maltas comida se que es un negocio pero lio me gusta
2023-03-18,8,poder cotizar sin tener que agregar toda la información
2023-03-18,8,Preguntar primero antes de querer cobrar servicios extra como protección y seguros
2023-03-18,8,Todo está bien
2023-03-18,7,ES COMPLICADA
2023-03-18,8,RESPETANDO LOS PRECIOS UNA VEZ SELECIONADO
2023-03-18,7,cobran todo
2023-03-18,7,Ser más claros con los precios.
2023-03-18,8,dando mas tiempo para seleccionar y pagar.
2023-03-18,5,vg
2023-03-18,5,Sin subir precios
2023-03-18,7,Que sea mas amigable y sencilla para agilizar
2023-03-18,7,precios
2023-03-18,5,los tiempos de espera de la pagina
2023-03-18,8,SE TRABA MUCHO
2023-03-18,1,"no se ve en estados unidos, cambia los precios, se traba , es muy mala"
2023-03-18,4,"La pagina tiene muchos errores de flujo, sobre todo cuando son mas de 3 pasajeros al seleccionar una opcion te borra las demas. Hay un bug cuando tratas de agregar fechas de nacimiento, en el UI te deja seleccionar la fecha correcta pero cuando llegas al resumen/pagos aparecen fechas equivocadas (lo recorre o un dia antes o un dia despues de lo que seleccionaste).Otro bug es que cuando cambias el idioma o moneda de la pagina, si ya estabas en los resultados te limpia todo y te regresa a iniciar nuevamente, no es un buena experiencia de usuario."
2023-03-18,8,"Muy facil de usar, me gustarioa conocer el precio final antes de ingresar mis datos personales"
2023-03-18,0,bajando los precios
2023-03-18,8,Fechas con vuelos mas economicos
2023-03-18,7,Would be nice if check in luggage was included in the basic price that is shown in the search
2023-03-18,2,dando mas informacion
2023-03-18,0,muy complicada y engañosa
2023-03-18,0,NO PUDE PAGAR CON MIS TARJETAS
2023-03-18,8,DEN MAS OPCIONES DE HORARIOS
2023-03-18,6,la página web debería ser mas fácil para el manejo del usuario
2023-03-18,0,pagos con tarjeta
2023-03-18,7,Dejar de meter tanta cosa para 1 viaje nacional.
2023-03-18,5,es muy tedioso el proceso de compra y te quieren poner cobros secretors en todas partes
2023-03-18,5,QUE DIFICIL ES VER SI APLICA O NO LAS PROMOCIONES DE SU FAMOSA TARJETA.
2023-03-18,2,"Me salieron demasiados errores al hacer mi reserva, estuve a punto de no comprar nada porque no me decian como resolverlo"
2023-03-18,8,Especificar un poco mejor los servicios que viene incluidos en el vuelo
2023-03-18,1,"al inicio nunca puede uno reservar, se va a otras paginas es una lata"
2023-03-18,5,mayores descuentos y promociones
2023-03-18,3,muy complicado
2023-03-18,5,"Demasiados menús, dan un pprecio que no es real, deberia partir con el impuesto antes de darte cualquier precio."
2023-03-18,0,NO PERMITE HACER PAGOS CON NINGUNA TARJETA!!!
2023-03-18,6,No se vale que te agreguen por default una opción que uno no elige
2023-03-18,7,no suban el vuelo cada vez que reviso los precios mañosos
2023-03-18,8,TRANSPARENCIA EN PRECIOS
2023-03-18,7,"fue muy lento y son insistentes en cobrar extras,de lo que uno escoge"
2023-03-18,5,muy poco tiempo para capturar
2023-03-18,5,Para poder reservar este viaje lo intente mas de 4 veces en ocasiones distintas y siempre me negaba la forma de pago elegida
2023-03-18,5,Es confusa y quieren vender practicamente a la fuerza muchos adicionales
2023-03-18,8,No deja seleccionar dos vuelos con diferentes categorias
2023-03-18,8,BAJANDO LOS PRECIOS
2023-03-18,5,Indican unos precios y luego aumenta muchisimo
2023-03-18,0,BAJEN SUS COSTOS
2023-03-18,7,Es mejor colocar el resumen de todo el paquete comprado en una sola sección como lo hace volaris
2023-03-18,4,no me permitio pagar ni con paypal ni con mi tarjeta de debito. Muy frustrante
2023-03-18,7,TARIFAS MAS ACCESIBLES
2023-03-18,8,Lo considero claro y eficiente
2023-03-18,8,Ok
2023-03-17,8,QUE SEA MAS FACIL EL PODER SELECCIONAR ASIENTO NO PUDE HACERLO
2023-03-17,8,Demasiados pasos para llegar al pago de la reserva
2023-03-17,0,"son unos ratas, cobran hasta por respirar"
2023-03-17,8,"Menos servicios para añadir al momento de la compra, algo más sencillos"
2023-03-17,6,Mucho problema con la tarjeta
2023-03-17,8,no es la experencia mas comoda de un punto de vista UX. diseno de usario.
2023-03-17,0,No cambiar los precios a ultimo momento cuando el usuario esta realizando el pago.
2023-03-17,8,a veces no ponen bien toda la información que uno requiere
2023-03-17,0,NUNCA
2023-03-17,2,Precios nada transpoarentes sin posibilidad de cambios.
2023-03-17,6,que cargue más rapido
2023-03-17,5,"DEJEN DE PONERLE TEMPORIZADOR A LA PAGINA,"
2023-03-17,2,cero friendly
2023-03-17,0,lleno de estrategias para que pagues mas
2023-03-17,8,"hacerla más práctica y precisa, sin tanto requisito ni requerimientos"
2023-03-17,8,REFLEJANDO EL PRECIO FINAL YA CON TUA DESDE EL PRINCIPIO
2023-03-17,7,sigue sin estar clara la informacion
2023-03-17,3,"No obligando a comprar seguros, eso debe de ser opcional"
2023-03-17,4,ponen demasiadas opciones para pago
2023-03-17,5,Muchos cargos escondidos y la funcionalidad de la pagina deja que desear
2023-03-17,1,"lenta, no es entendible, te cobran por todo"
2023-03-17,7,No es muy claro todos los cargos que se pueden aplicar
2023-03-17,8,dANDO EL COSTO TOTAL DESDE INICIO
2023-03-17,0,mal
2023-03-17,8,"Hay problema al utilizarla en mozila, cuando quiero escojer la forma de pago ya no da mas..."
2023-03-17,7,COBRAN TODOOO
2023-03-17,8,Demasiadas opciones
2023-03-17,1,Demasiados anuncios y cosas que elegir
2023-03-17,5,"Pones demasiadas opciones que incrementan el precio de viaje, todo un fraude."
2023-03-17,7,"Tuve una pequeña confusión al ver los precios en ""doters"". Talvez podrían poner ambos precios (en ""doters"" y en pesos) al final, ya cuando se elija el modo de pago."
2023-03-17,6,No jugar con el algoritmo para los precios porque eso hace que busquemos otras alternativas si ya habíamos visto un vuelo
2023-03-17,7,los precios a sus vuelos
2023-03-17,6,MENOS FILTROS
2023-03-17,3,pagina lenta
2023-03-17,0,DEJAR DE METER SERVICIOS QUE NO QUEREMOS
2023-03-17,0,NUNCA PUDE REALIZAR EL PAGO
2023-03-17,0,no puedo comprar el boleto
2023-03-17,7,Muchos trucos para pagar mas
2023-03-17,6,"Se supone que el vuelo más básico debe de incluir equipaje de mano incluído y en la página muestra que se debe de pagar aparte, ademas de repente, salen errores de session_id undefined."
2023-03-17,0,tratan de meterte extras con seguros y hay veces que no te das cuenta   y sin querer lo pagas
2023-03-17,8,NO ME FUNCIONO LA PRIMERA VEZ ME MARCO ERROR
2023-03-17,8,Claridad al elegir los asientos con el beneficio de la tarjeta HSBC VIVA
2023-03-17,8,EXPRESIONES CONFUSAS O ENGAÑOSAS
2023-03-17,7,"NO SE ENTIENDE BIEN EL FORMATO, SE VE REVUELTO."
2023-03-17,5,En los precios
2023-03-17,3,"ES MUY LENTA A VECES, PUEDE SER MAS RAPIDA EN LA NAVEGACIONLOS PRECIOS CAMBIAN COSTANTEMENTE"
2023-03-17,7,QUITEN TANTAS TARIFAS
2023-03-17,7,Visualmente cargar menos cada paso del proceso en la pagina para hacer el pago.
2023-03-17,8,.
2023-03-17,8,"La aplicacion es muy mala, no se puede hacer la compra desde ahi"
2023-03-17,8,"DEMORA MUCHO EN MOSTRAR COSTO TOTAL FINAL, EN CADA SECCIÓN QUE AVANZAS AGREGA ALGO, Y EL COSTO SUBE. ES UN POCO MOLESTO. ES BUENO SABER DESDE UN INICIO MONTO TOAL MÁS REAL."
2023-03-17,1,TIENES DEMASIADA INFORMACION QUE NO ES RELEVANTE Y TE OFRECEN COSAS QUE NO ME GUSTARIA VISUALIZAR POR QUE NO LAS NECESITO
2023-03-17,8,"Es importante colocar la nota de los impuestos desde el principio con letas GRANDES para evitar complejidad en pago final, ene sta ocasion compre el boleto porque no pude cambiar mi compromiso pero quiza para un viaje futuro lo pensaria proque al final vale lo mismo que cualquier otra aerolinea"
2023-03-17,6,"poner los precios reales, no desglozarlos por cada paso que vayas dando en la reservacion. es engañoso que me pongan un viaje de 870 pesos por el cual termino pagando 5000. tanita madre."
2023-03-17,3,Me sacó varias veces
2023-03-17,8,QUITAR PUBLICIDAD EXCESIVA
2023-03-17,8,great job
2023-03-17,3,La visualización en celulares
2023-03-17,8,PONIENDO LA SUMA DE LOS COSTOS EN TODO MOMENTO
2023-03-17,5,Siendo mas rapidos y eficientes
2023-03-17,0,la web funciona fatal
2023-03-17,4,no deja ver los alcances de los servicios
2023-03-17,0,mejoren la experiencia de usuario en la app no hagan una web app porque se hace un des
2023-03-17,1,la pagina no se descarga intente 4 veces pa poder compar el vuelo
2023-03-17,0,"Al querer pagar el viaje, dolosamente la página te sube una protección del vuelo que originalmente no se selecciona, lo que hace que se note el dolo por parte de ustedes ya que en ningún momento se selecciona y, si no te das cuenta, pagas el sobrecosto de algo no solicitado. Estoy generando la queja ante Profeco por esta acción indebida."
2023-03-17,7,"Agregan servicios adicionales que luego es complicado quitar o ni cuenta te das, me parece una estafa"
2023-03-17,7,la combinación de palabras en inglés
2023-03-17,8,OK
2023-03-17,8,mAS TIEMPO PARA TENER DATOS ....
2023-03-17,0,"no me deja comprar, muy tardo, se traba"
2023-03-17,8,haciéndolo más intuitivo y no hacer cargos extras
2023-03-17,1,bajando el precio de la tua mas cara que el precio del boleto
2023-03-17,8,QUE SEA UN POCO MAS AMIGABLE CON EL USUARIO
2023-03-17,5,No te deja iniciar sesión
2023-03-17,7,"Algo confusa, muchos pasos, si no leo bien, me aplican cargos que no deseo.."
2023-03-17,8,good
2023-03-17,6,me parece absurdo que tengamos que pagar por un asiento y maletas
2023-03-17,7,EL VALOR DE TUA DEBERIA YA INCLUIRSE Y  EVITAR CARGOS CONFUSOS
2023-03-17,2,siendo mas concretos
2023-03-17,0,NUNCA
2023-03-17,8,Quitar impuestos y hacer la página más fácil sin tantos anuncios
2023-03-17,6,son demasiados pasos que no son claros porque están buscando agregar y agregar costo al boleto
2023-03-17,6,SE PONE LENTA AL CARGAR LA PAGINA
2023-03-17,7,DEJEN DE QUERER AGREGAR COSTOS EXTRAS.
2023-03-17,3,"NO preguntar tantas veces lo mismo, la parte de selección de los asientos, es muy confusa con los precios y una vez que marcas, ya no puedes regresar al inicio."
2023-03-17,8,TIEMPO DE RESPUESTA
2023-03-17,8,tener mejores promociones de precios y no cobrar asientos y tener check in con mayor numero de dias
2023-03-17,0,"Engañan con los precios, todo tiene precio y no esta bien"
2023-03-17,8,"QUE SEA UN PRECIO TOTAL, SIN MENU DE OPCIONES Y COBRAR POR SEPARADO"
2023-03-17,5,too many extra pay automatically without reminding Passenger first
2023-03-17,8,Que los precios no varien tan rapido
2023-03-17,1,"Son la peor aerolinea de méxico, muy engañosa, sin vuelos baratos y parece que estás en las ofertas de la feria de chapultepec. Los odio"
2023-03-17,5,"poniendo mas facil la reservacion y la seleccion de asientos, tambien teniendo mas paquetes en hoteles"
2023-03-17,8,LA TUA
2023-03-17,8,Esta bien casi todo gracias
2023-03-17,5,"Mejorar tiempos de carga y tiene un bug en la sección de pago, te aparece traslapada información de kueski"
2023-03-17,7,HACIENDO MAS AMIGABLE LA FORMA DE PAGO
2023-03-17,6,"Hagan un resumen de la compra, con los precios desglozados"
2023-03-17,8,tal ves agregando servio de renta de auto
2023-03-17,8,"CREO ESTARIA BIEN PONER FLECHITAS PARA DAR A ENTENDER EN SEGUIR CON LA SOLICITUD, YA QUE ME PERDI CUANDO AGREGUE EL NOMBRE DE PASAJEROS Y SOLO ME BOTABA MAS INFORMACION Y NO SABIA QUE HASTA ABAJO DECIA CONTINUAR..."
2023-03-17,8,NO COBRANDO LA ASIGNACION DE ASIENTOS
2023-03-17,7,Al final no agregar cargos arbirtariamente (full refund option). Es muy confuso porque el total cambia repentinamente y no sabes porque.  Y not te da la opcion de eliminar el cargo de 'full refund' en la pagina web.
2023-03-17,1,no pude hacer el pago
2023-03-17,2,PONIENDO LAS OPCIONES DE COMPRA CLARAS. SE CONFUNDEN CON LO QUE NO QUIERE UNO
2023-03-17,3,no cobrar por los servicios que son gratuitos en otras aerolineas
2023-03-17,8,bajar costo por equipaje y asientos
2023-03-17,8,"La opcion de asientos, a pesar de comprar el boleto mas completo te colocan en un lugar con costo en forma automatica, sin avisar previamente."
2023-03-17,7,Ofrecer paquetes con listados y costos desde el inicio
2023-03-17,8,"se traba, hay que agilizar"
2023-03-17,3,"Es muy complicadaPocas tarjetas participantes para meses sin interesesSensación de que están abusando del cliente en todo momento porque es complicado"
