Unnamed: 0,Date,nps,Comment
6994,2023-02-28 20:04:43,4,BUEN SERVICIO
6995,2023-02-28 20:04:14,5,funciona como recordatorio
6996,2023-02-28 19:59:17,5,Es ràpido
6997,2023-02-28 19:59:04,5,es rapido
6998,2023-02-28 19:55:36,5,porque es muy accesble
6999,2023-02-28 19:54:39,4,Facilidad y rapidez
7000,2023-02-28 19:52:44,5,OK
7001,2023-02-28 19:45:52,5,RAPIDO
7002,2023-02-28 19:42:51,5,OKKK
7003,2023-02-28 19:29:34,5,ES FACIL
7004,2023-02-28 19:27:04,5,fue rapido y sencillo
7005,2023-02-28 19:23:13,5,muy buen servicio
7006,2023-02-28 19:16:44,5,por rifados
7007,2023-02-28 19:12:08,5,para agilizar el abordaje
7008,2023-02-28 19:07:43,5,eficiencia
7009,2023-02-28 19:04:33,5,Es una herramienta facil de utilizar y acorta el tiempo para el viaje
7010,2023-02-28 19:02:21,5,HH
7011,2023-02-28 18:45:32,4,Practicidad
7012,2023-02-28 18:43:23,5,por ser practico el servicio
7013,2023-02-28 18:17:13,4,Precios accesibles y sobre todo las rutas directas que manejan.
7014,2023-02-28 18:14:51,4,ES FACIL Y RAPIDO
7015,2023-02-28 18:14:49,4,por la rapidez
7016,2023-02-28 18:06:19,5,buen servicio en linea
7017,2023-02-28 18:02:46,5,excelente
7018,2023-02-28 18:01:09,5,Por la rapidez en el sitio.
7019,2023-02-28 17:57:29,4,barato
7020,2023-02-28 17:56:49,5,Por la rapidez
7021,2023-02-28 17:51:29,5,MAS FACIL
7022,2023-02-28 17:51:17,5,Muy fácil de operar
7023,2023-02-28 17:49:39,5,buen servicio
7024,2023-02-28 17:49:05,5,POR LA ACCESIBILIDAD PRONTA Y F{ACIL EN L{INEA
7025,2023-02-28 17:43:35,5,Por la facilidad y rapidez
7026,2023-02-28 17:42:41,5,POR RAPIDO
7027,2023-02-28 17:42:29,5,Economico
7028,2023-02-28 17:32:19,5,Facil
7029,2023-02-28 17:31:51,5,FUE MUY RAPIDO Y FACIL
7030,2023-02-28 17:24:36,5,Velocidad y facilidad
7031,2023-02-28 17:23:04,5,Es muy rápido y fácil
7032,2023-02-28 17:22:06,5,ES RAPIDO
7033,2023-02-28 17:07:41,5,Muy sencillo el proceso
7034,2023-02-28 17:02:29,5,Los vuelos siempre despegan a tiempo gracias a la gran organization y agilidad del personal
7035,2023-02-28 17:01:17,5,es facil de usar enccontre lo que necesito
7036,2023-02-28 16:58:24,5,MUY AGIL
7037,2023-02-28 16:58:19,5,BUEN SERVICIO
7038,2023-02-28 16:53:41,5,"Es fácil, sobre todo para personas adultas mayores"
7039,2023-02-28 16:52:40,5,buen servicio
7040,2023-02-28 16:45:42,5,Muy ágil
7041,2023-02-28 16:22:11,5,ES MUY FACIL!
7042,2023-02-28 16:17:04,5,Excelente opcion sigan asi!!
7043,2023-02-28 16:06:20,5,llo sencillo de la pagina .
7044,2023-02-28 16:01:37,5,RAPIDO
7045,2023-02-28 15:43:05,5,Por que es mas practico y ahorras tiempo.
7046,2023-02-28 15:37:23,4,buen servicio
7047,2023-02-28 15:27:25,5,"pagina es muy fácil de usar, y hasta ahorita nunca he tenido ningún problema. gracias por la atención."
7048,2023-02-28 15:10:38,5,"Excelente servicio para la reserva de los boletos, continuamente viajo con ustedes y todos han sido unas experiencias inigualable"
7049,2023-02-28 15:08:43,5,ES FACIL Y PRACTICO DE ENTENDER
7050,2023-02-28 14:59:49,5,ES FACIL Y PRACTICO
7051,2023-02-28 14:59:03,4,Sencillo y practico
7052,2023-02-28 14:55:09,5,.
7053,2023-02-28 14:52:10,5,CONFIABLE
7054,2023-02-28 14:50:05,5,agil informacion visual
7055,2023-02-28 14:48:18,4,MUY AMIGABLE
7056,2023-02-28 14:46:51,5,"practico, rapido, sencillo y seguro"
7057,2023-02-28 14:46:44,4,FACILIDAD
7058,2023-02-28 14:30:05,4,es sencilla y practica
7059,2023-02-28 14:14:04,5,Puntualidad y servicio de calidad
7060,2023-02-28 13:57:28,4,bien
7061,2023-02-28 13:52:03,5,POR RAPIDEZ Y AGILIDAD EN EL CONTROL
7062,2023-02-28 13:07:54,5,muy facil servicio
7063,2023-02-28 10:22:39,5,Muy accesible
7064,2023-02-28 07:24:34,5,ME ENCANTAN
7065,2023-02-28 07:12:09,5,Página Amigable y fácil de utilizar
7066,2023-02-28 06:15:47,4,Es las popular
7067,2023-02-28 05:34:11,5,OK
7068,2023-02-28 05:27:43,5,RAPIDEZ
7069,2023-02-28 05:25:29,5,efectivo
7070,2023-02-28 05:19:48,5,Son los mejores
7071,2023-02-28 05:03:55,5,MUY AMIGABLE EL MANEJO
7072,2023-02-28 05:02:04,5,eficiencia
7073,2023-02-28 04:50:36,5,"POR LAS FACILIDADES QUE NOS OFRECEN, GRACIAS"
7074,2023-02-28 04:25:13,5,atencion vuelos
7075,2023-02-28 04:05:05,5,BUENA ATENCION Y RAPIDEZ
7076,2023-02-28 04:04:38,5,Por que son económicos
7077,2023-02-28 04:02:10,5,Facilidad
7078,2023-02-28 03:47:41,4,.
7079,2023-02-28 03:44:27,4,buen servicio
7080,2023-02-28 03:01:44,5,excelente
7081,2023-02-28 02:51:41,5,RAPIDA COMPRA Y BUENOS PRECIOS
7082,2023-02-28 02:32:09,5,Muy rápido!!!
7083,2023-02-28 02:11:07,5,muy fácil
7084,2023-02-28 02:08:32,5,EXCELENTE
7085,2023-02-28 02:03:04,5,Por facil de realizar
7086,2023-02-28 01:59:48,5,Fácil de usar
7087,2023-02-28 01:55:08,5,Fue muy rápido
7088,2023-02-28 01:52:37,5,Es rapido
7089,2023-02-28 01:51:04,5,parece muy facil
7090,2023-02-28 01:47:06,5,Es muy rápido
7091,2023-02-28 01:46:52,5,accesible
7092,2023-02-28 01:41:12,5,.
7093,2023-02-28 01:40:50,5,es mejor que su app en el teléfono
7094,2023-02-28 01:35:15,5,es rápido y eficiente.
7095,2023-02-28 01:33:16,5,RAPIDO
7096,2023-02-28 01:18:04,4,Precios accecibles
7097,2023-02-28 01:15:49,5,PORQUE S MUY FACIL DE MANEJAR SU SISTEMA
7098,2023-02-28 01:14:04,5,mexico y sus alrededores
7099,2023-02-28 01:12:47,5,"me encanta que son prácticos, ordenados y sus meses sin intereses"
7100,2023-02-28 01:09:06,5,"FACIL, RAPIDO , CLARO"
7101,2023-02-28 00:50:18,5,por su eficiencia
7102,2023-02-28 00:50:06,5,ES RAPIDO Y COMODO
7103,2023-02-28 00:27:10,5,precio
7104,2023-02-28 00:20:34,4,Porque es otra alternativa de vuelos
7105,2023-02-28 00:18:53,5,XXX
7106,2023-02-28 00:10:52,4,no he terminado
7107,2023-02-28 00:03:55,5,ES SENCILLO
7108,2023-02-28 00:03:35,4,SE AGIILIZA EL PROCESO DE VUELO
7109,2023-02-27 23:51:58,5,.
7110,2023-02-27 23:51:04,5,Es muy ágil el servicio
7111,2023-02-27 23:51:04,5,AL DIA DE HOY ME GUSTA SU SERVICIO Y ATENCION
7112,2023-02-27 23:33:04,5,FACIL Y RAPIDO
7113,2023-02-27 23:32:05,4,MUY ACCESIBLE DE USAR
7114,2023-02-27 23:20:57,5,"Tiene un buen acomodo la página, y eso facilita más"
7115,2023-02-27 23:08:04,5,Excelente servicio
7116,2023-02-27 23:04:21,4,ok
7117,2023-02-27 22:57:07,5,ES MUY SENCILLA
7118,2023-02-27 22:56:13,5,todo agil
7119,2023-02-27 22:51:07,5,Es muy rápido
7120,2023-02-27 22:37:11,5,RAPIDO
7121,2023-02-27 22:35:47,5,POR QUE ME GUSTA VIAJAR CON USTEDES
7122,2023-02-27 22:34:03,5,.
7123,2023-02-27 22:26:56,4,rapido
7124,2023-02-27 22:21:08,4,claro rapido nitido
7125,2023-02-27 22:12:12,4,Muy rápido y sencillo
7126,2023-02-27 22:04:38,5,RAPIDO Y SENCILLO
7127,2023-02-27 21:55:18,5,efectiva y rapida
7128,2023-02-27 21:47:57,5,GENIAL
7129,2023-02-27 21:44:54,4,RAPIDOS
7130,2023-02-27 21:32:20,5,por que es rapido
7131,2023-02-27 21:32:06,5,Es una forma excelente de ahorrar tiempo
7132,2023-02-27 21:29:15,5,eficiencia
7133,2023-02-27 21:22:27,5,EXCELENTE SERVICIO
7134,2023-02-27 21:20:32,5,MUY FACIL Y PRACTIOC
7135,2023-02-27 21:13:04,4,SIEMPRE MEJOR LINEA
7136,2023-02-27 21:12:35,5,son los mejores
7137,2023-02-27 21:08:35,4,Es fácil
7138,2023-02-27 21:04:46,5,Fue rapido
7139,2023-02-27 21:04:29,5,es excelente
7140,2023-02-27 21:02:08,5,MUY FACIL DE USAR
7141,2023-02-27 21:01:57,5,muy bien
7142,2023-02-27 20:59:32,5,es facil de realizar
7143,2023-02-27 20:56:04,4,por que si son viables
7144,2023-02-27 20:50:36,5,SENCILLO Y RAPIDO
7145,2023-02-27 20:49:33,5,POR RAPIDEZ
7146,2023-02-27 20:37:20,5,PAGINA FACIL DE NAVEGAR
7147,2023-02-27 20:36:55,5,facil
7148,2023-02-27 20:28:39,5,"precios con anticipacion muy buenos, vuelos en corto son carisimos, y su vendimia tipo Tianguis acorrienta al pasajero y el servicio de altura jajajaja"
7149,2023-02-27 20:27:44,4,Gracias
7150,2023-02-27 20:27:40,5,porque me gusta
7151,2023-02-27 20:07:51,5,Ahorro tiempo y es un trámite más accesible.
7152,2023-02-27 20:06:05,5,VERDADERAMENTE SENCILLO Y EFICIENTE
7153,2023-02-27 19:57:31,5,Rapido y seguro
7154,2023-02-27 19:56:20,5,Excelente servicio
7155,2023-02-27 19:48:25,5,"El acceso es rapido y seguro, sus precios aceptables"
7156,2023-02-27 19:42:13,5,MUY SENCILLO DE NAVEGAR
7157,2023-02-27 19:34:28,5,agil y ameno
7158,2023-02-27 19:34:17,5,Muy sencillo hace check inn
7159,2023-02-27 19:28:27,5,Muy amigable
7160,2023-02-27 19:26:04,5,TODO MUY  RÁPIDO Y COMODO
7161,2023-02-27 19:22:04,5,Excelente servicio
7162,2023-02-27 19:21:48,5,Precios accesible
7163,2023-02-27 19:15:36,4,pagina amigable
7164,2023-02-27 19:05:34,5,Por la facilidad de realizarlo.
7165,2023-02-27 19:05:28,5,Excelente trato y calidad.
7166,2023-02-27 19:01:18,5,muy hagil
7167,2023-02-27 18:52:04,5,Muy rapido y facil de hacer
7168,2023-02-27 18:51:23,5,Porque ahorita son los más puntuales y con mejor atención
7169,2023-02-27 18:45:30,5,es muy rapido
7170,2023-02-27 18:42:41,5,Es rapido y no es complicado
7171,2023-02-27 18:39:42,5,1000
7172,2023-02-27 18:05:18,5,PORQUE ES FACIL Y CENSILLO
7173,2023-02-27 18:02:44,5,Porque sí
7174,2023-02-27 18:02:22,5,rapidez
7175,2023-02-27 17:57:46,5,Proceso sencillo
7176,2023-02-27 17:51:55,5,facil de usar
7177,2023-02-27 17:47:30,5,nada mas
7178,2023-02-27 17:37:55,4,na
7179,2023-02-27 17:22:35,5,servicio
7180,2023-02-27 17:21:05,4,Es bastante intuitivo!
7181,2023-02-27 17:09:36,5,No me han quedado mal
7182,2023-02-27 17:05:33,5,muy eficiebnte
7183,2023-02-27 17:05:08,4,Practicidad
7184,2023-02-27 17:03:44,4,fue ágil
7185,2023-02-27 17:03:24,5,rapido
7186,2023-02-27 16:58:44,5,gRACIAS
7187,2023-02-27 16:55:42,5,"MUY EFICIENTE, FACIL Y RAPIDO"
7188,2023-02-27 16:54:49,5,"Rápido y fácil,"
7189,2023-02-27 16:54:34,4,Hay letras muy pequeñs
7190,2023-02-27 16:47:31,5,Buen servicio
7191,2023-02-27 16:40:07,4,S
7192,2023-02-27 16:38:29,5,excelente servico
7193,2023-02-27 16:34:17,5,Too muy bien
7194,2023-02-27 16:32:42,4,POR LA FACILIDAD DE REALIZARLOI
7195,2023-02-27 16:24:04,5,comodidady precios adecuados
7196,2023-02-27 16:21:07,5,practico
7197,2023-02-27 16:18:21,4,RAPIDEZ EN EL SISTEMA
7198,2023-02-27 16:14:54,5,.
7199,2023-02-27 16:14:28,5,pagina amigable con el usuario
7200,2023-02-27 16:14:04,5,ES MAS RAPIDO
7201,2023-02-27 16:12:22,5,por rapidez en el servicio
7202,2023-02-27 16:10:26,5,me gusta el servicio que dan
7203,2023-02-27 16:07:34,5,PO R LA RAPIDEZ
7204,2023-02-27 16:05:20,5,Muy accesible
7205,2023-02-27 16:02:12,5,atienden muy bien
7206,2023-02-27 16:01:19,5,excelente servicio
7207,2023-02-27 16:00:54,5,"Porque hasta ahora no eh tenido ningun problemas con ustedes, solo pido por favor la atencion telefonica, es muy dificil la comunicacion, solo es una sugerencia. Muchas gracias !!"
7208,2023-02-27 16:00:39,5,EXCELENTE SERVICIO
7209,2023-02-27 15:59:24,5,por su servicio
7210,2023-02-27 15:53:27,5,RECOMENDADA
7211,2023-02-27 15:48:56,5,PORQUE ES RAPIDO
7212,2023-02-27 15:26:53,5,facilidad
7213,2023-02-27 15:23:43,5,TODO
7214,2023-02-27 15:19:36,5,es facil
7215,2023-02-27 15:17:52,5,Agil
7216,2023-02-27 15:03:57,5,Rapida
7217,2023-02-27 14:59:18,5,prontitud
7218,2023-02-27 14:56:57,5,"hasta el día de  hoy, no he tenido ningún problema."
7219,2023-02-27 14:54:04,5,rápido y sencillo
7220,2023-02-27 14:51:46,5,Es muy fácil hacerlo!
7221,2023-02-27 14:43:27,5,.
7222,2023-02-27 14:16:45,5,Practica y dinamica
7223,2023-02-27 13:39:50,4,boletos económicos
7224,2023-02-27 12:37:40,5,muy biuen
7225,2023-02-27 10:43:37,5,SI
7226,2023-02-27 07:28:28,5,TODO ESTA BIEN
7227,2023-02-27 07:25:58,5,muy facil
7228,2023-02-27 06:07:30,5,Rápido y fácil
7229,2023-02-27 05:30:08,5,por la calidad de precios y buen trato
7230,2023-02-27 05:24:30,5,todooo
7231,2023-02-27 05:21:09,5,facil y sencillo
7232,2023-02-27 05:01:11,5,porque es muy practico
7233,2023-02-27 04:44:40,5,"rapido, muy rapido"
7234,2023-02-27 04:41:31,5,.
7235,2023-02-27 04:30:29,4,Fue sencillo hacer el check in
7236,2023-02-27 04:28:19,5,buenos
7237,2023-02-27 04:21:29,4,rapida y eficiente
7238,2023-02-27 04:16:07,5,TODO MUY BIEN
7239,2023-02-27 04:01:24,4,"SERVICIO, PRECIO, AMABILIDAD"
7240,2023-02-27 03:53:36,5,Por sencilla de usar
7241,2023-02-27 03:51:49,5,muy buenos
7242,2023-02-27 03:38:03,5,"SIEMPRE HA FUNCIONADO TODO MUY BIEN CUANDO VIAJO CON USTEDES, YO O MI FAMILIA"
7243,2023-02-27 03:33:53,5,rapido
7244,2023-02-27 02:59:19,4,servico
7245,2023-02-27 02:55:20,4,Proceso simple y claro
7246,2023-02-27 02:40:54,5,Hasta ahora ha sido una grata experiencia
7247,2023-02-27 02:33:56,4,claro y conciso
7248,2023-02-27 02:26:27,5,"POR LA EFICACIA, POR EL TIEMPO, POR LA PRESICION Y LA FORMALIDAD"
7249,2023-02-27 02:07:25,5,BUEN SERVICIO
7250,2023-02-27 02:00:22,5,AGIL Y SENCILLO
7251,2023-02-27 01:15:20,5,buenos
7252,2023-02-27 01:07:04,4,BUEN SERVICIO
7253,2023-02-27 00:56:04,5,TODO MUY CLARO
7254,2023-02-27 00:54:27,5,buen servicio y rapido.
7255,2023-02-27 00:50:48,5,MUY AMIGABLE EL PROCESO
7256,2023-02-27 00:24:24,4,porque es muy buena opcion
7257,2023-02-27 00:16:23,5,facil y rapido
7258,2023-02-27 00:07:55,5,SON BUENOS EN SUS SERVICIOS
7259,2023-02-26 23:39:50,4,..
7260,2023-02-26 23:36:50,4,Vuelos costo
7261,2023-02-26 23:34:38,4,Facilitan trámites y se pierde menos tiempo.
7262,2023-02-26 23:14:10,5,SERVICIO RAPIDO
7263,2023-02-26 22:59:27,5,MUY FACIL DE USAR
7264,2023-02-26 22:57:04,4,POR LA ATENCIÓN QUE BRINDAN
7265,2023-02-26 22:49:58,5,FACIL DE ENTENDER Y APLICAR
7266,2023-02-26 22:40:31,5,POR EL SERVICIO Y LO ECONOMICO
7267,2023-02-26 22:16:57,5,Facilidad
7268,2023-02-26 21:55:10,5,EFICACIA
7269,2023-02-26 21:47:04,4,es rapido
7270,2023-02-26 21:37:22,4,"Está excelente desde el correo que envían con la reservación de vuelo tenga un botón de ""Check In"" que te lleva a la página web pero ya en la página web, el botón de Check in debería de ser más visible, ya que al oprimir el link uno puede pensar que te enlazará directo al proceso de Check in o bien hacer el enlace directo.  Muchas Gracias"
7271,2023-02-26 21:35:30,5,todob bien
7272,2023-02-26 20:50:40,5,Es rápida y pienso que es confiable hasta ahora
7273,2023-02-26 20:45:46,5,TODO MUY RAPIDO Y MUY CLARO
7274,2023-02-26 20:33:35,5,Practicos
7275,2023-02-26 20:04:22,4,POR SENCILLO
7276,2023-02-26 19:55:22,5,Facilidad de hacerlo
7277,2023-02-26 19:30:40,5,Rápido el proceso
7278,2023-02-26 18:53:57,5,precision
7279,2023-02-26 18:51:51,4,vamos a ver.
7280,2023-02-26 18:36:31,5,precio  y comodidad
7281,2023-02-26 18:06:05,5,FACILIDAD
7282,2023-02-26 17:51:35,5,sservicio
7283,2023-02-26 17:44:28,5,MUY BUENO
7284,2023-02-26 17:41:41,5,es muy sencillo comprar boletos a buen precio
7285,2023-02-26 16:54:04,4,.
7286,2023-02-26 16:27:23,5,efectivo
7287,2023-02-26 16:14:24,4,Es muy sencillo y rapido de relaizar el Check In
7288,2023-02-26 16:09:24,5,MUY FACIL DE USAR
7289,2023-02-26 16:09:21,4,AHORRA TIEMPO
7290,2023-02-26 16:06:42,5,Sirve para ahorrar tiempo
7291,2023-02-26 15:45:24,4,Muy facil y claro el proceso
7292,2023-02-26 14:44:20,5,MUY RAPIDO
7293,2023-02-26 14:33:17,5,Ok
7294,2023-02-26 14:32:36,4,Facilidad de seguir instrucciones
7295,2023-02-26 13:04:12,5,.
7296,2023-02-26 06:23:24,5,SUPER SERVICIO
7297,2023-02-26 06:22:04,5,Facilidad de uso
7298,2023-02-26 06:03:30,5,:)
7299,2023-02-26 05:17:10,4,Es muy simple y amigable
7300,2023-02-26 04:52:31,5,todo ok
7301,2023-02-26 04:20:43,5,Por la facilidad para comprar los boletos
7302,2023-02-26 03:52:10,4,Buen servicio
7303,2023-02-26 03:47:53,5,Fácil de comprender
7304,2023-02-26 03:33:23,5,EFICIENTE
7305,2023-02-26 03:11:07,5,Fue facil y rapido
7306,2023-02-26 03:10:09,5,Easy
7307,2023-02-26 03:05:39,5,Buen Servicio
7308,2023-02-26 02:59:30,5,Excelente servicio
7309,2023-02-26 02:45:47,5,RAPIDEZ
7310,2023-02-26 02:38:29,5,MUY ACSECIBLE
7311,2023-02-26 02:20:50,5,precios
7312,2023-02-26 01:38:15,5,ES FACIL
7313,2023-02-26 01:37:06,4,Es fácil y rápido
7314,2023-02-26 01:31:35,5,buenisimo check in
7315,2023-02-26 01:12:42,5,"Es simple, transparente y se enfocan en lo que es; los comerciales son decentes y no molestan."
7316,2023-02-26 00:55:05,5,Es muy rápido y fácil
7317,2023-02-26 00:26:37,5,"SU SISTEMA ES MUY ACCESIBLE Y FÁCIL DE USAR, GRACIAS"
7318,2023-02-25 23:57:21,4,por que es una muy buena aerolinea con buen servicio abordo
7319,2023-02-25 23:57:12,5,TODO OK
7320,2023-02-25 23:51:26,5,Rapidez
7321,2023-02-25 23:27:53,5,rapido servicio
7322,2023-02-25 23:20:25,5,BUEN PRECIO Y EXCELENTE SERVICIO
7323,2023-02-25 22:48:28,5,SENCILLO
7324,2023-02-25 22:47:48,5,.......
7325,2023-02-25 22:41:43,4,App amigable
7326,2023-02-25 22:40:49,5,FASIL Y RAPIDO
7327,2023-02-25 22:36:53,5,Eficiente!
7328,2023-02-25 22:31:13,5,muy entendible su pagina
7329,2023-02-25 22:28:04,4,si
7330,2023-02-25 22:16:11,5,RAPIDEZ
7331,2023-02-25 22:13:54,5,SENCILLO Y RAPIDO
7332,2023-02-25 21:56:51,5,Proceso amigable
7333,2023-02-25 21:50:19,5,gracias
7334,2023-02-25 20:56:17,5,X
7335,2023-02-25 20:26:03,5,Ágil
7336,2023-02-25 20:07:46,5,muy fácil
7337,2023-02-25 20:05:59,4,PORQUE ES MUY RAPIDO
7338,2023-02-25 19:53:35,5,muy bien
7339,2023-02-25 19:53:20,5,"Por es muy sencillo y práctico, no hay que hacer filas."
7340,2023-02-25 19:49:17,5,mis experiencias recomendable
7341,2023-02-25 19:40:57,5,FACIL DE ACCEDER
7342,2023-02-25 19:27:58,5,SIMPLEMENTE POR ATENCION
7343,2023-02-25 19:09:11,5,Eficiente
7344,2023-02-25 19:03:08,5,son practicos
7345,2023-02-25 18:41:27,5,MUY BUENA
7346,2023-02-25 18:38:04,4,Por practicidad y simplicidad
7347,2023-02-25 18:19:11,5,EXELENTE SERVICIO
7348,2023-02-25 18:16:53,5,"Yo recomiendo Viva Aerobus por el trato, el avión muy limpio y las facilidades que permite para poder viajar, los meses sin intereses es lo mejor."
7349,2023-02-25 18:13:27,4,eficacia
7350,2023-02-25 18:12:22,4,fsc
7351,2023-02-25 18:11:04,5,eficiencia
7352,2023-02-25 17:51:06,5,bien
7353,2023-02-25 17:24:50,5,ES FÁCIL Y PRÁCTICO
7354,2023-02-25 17:18:04,5,POR SE LA MEJOR
7355,2023-02-25 17:15:05,5,Es rapido
7356,2023-02-25 17:02:24,4,PORQUE TIENEN MEJORES OPCIONES
7357,2023-02-25 16:53:29,5,Por la facilidad de volar con ustedes GRACIAS
7358,2023-02-25 16:46:23,5,EL PROSCESO ES MUY RAPIDO
7359,2023-02-25 16:41:48,4,Es fácil cualquier trámite x internet.
7360,2023-02-25 16:35:06,5,bueno
7361,2023-02-25 16:14:08,5,Easy Check in
7362,2023-02-25 16:10:06,5,"Es rapido, claro y sencillo"
7363,2023-02-25 15:56:49,4,buen servicio
7364,2023-02-25 15:24:49,4,ok
7365,2023-02-25 15:08:13,4,Rápido
7366,2023-02-25 14:16:50,5,facilidad
7367,2023-02-25 13:19:18,5,na
7368,2023-02-25 12:59:08,5,Es fácil
7369,2023-02-25 12:07:22,5,Ninguno
7370,2023-02-25 08:44:34,5,Facil ahorro de tiempo
7371,2023-02-25 07:51:27,5,Rapido
7372,2023-02-25 06:38:41,5,por lo facil y rapido que es
7373,2023-02-25 06:29:03,5,Ninguno
7374,2023-02-25 05:58:13,5,rapida y practica
7375,2023-02-25 05:39:54,5,Por lo ágil
7376,2023-02-25 05:13:13,4,.
7377,2023-02-25 04:40:04,5,muy buena
7378,2023-02-25 04:36:44,5,rapido y sencillo
7379,2023-02-25 04:32:25,5,muy rapido
7380,2023-02-25 04:22:04,5,MUY FACIL Y RAPIDA
7381,2023-02-25 04:03:22,5,muy facil
7382,2023-02-25 04:02:09,4,Es una excelente herramienta  muy  practica
7383,2023-02-25 03:54:41,5,Porque se volvieron más practicos a la hora de hacer este tramite
7384,2023-02-25 03:52:05,5,Agilidad en  sacar el pase de abordar
7385,2023-02-25 03:38:42,5,POR LOS PRECIOS ACCESIBLES
7386,2023-02-25 03:36:41,5,ES MUY FÁCIL
7387,2023-02-25 02:57:46,5,EXCENTEAEROLINEA
7388,2023-02-25 02:52:19,4,rapido
7389,2023-02-25 02:36:13,4,Manejan costos muy buenos
7390,2023-02-25 01:50:13,5,EXELENTE AHORRAS TIEMPO
7391,2023-02-25 01:49:45,5,SERVICIO
7392,2023-02-25 01:44:06,5,SERVICIO
7393,2023-02-25 01:39:25,5,es mas facil
7394,2023-02-25 01:35:04,5,AMIGABLE Y FACIL DE USAR
7395,2023-02-25 01:17:56,4,es sencillo
7396,2023-02-25 01:11:34,4,muy facil
7397,2023-02-25 00:49:25,5,ES MUY SENCILLO DE HACER GRACIAS!
7398,2023-02-25 00:45:05,5,ES MUY RAPIDO
7399,2023-02-25 00:43:16,5,Facil de uso
7400,2023-02-25 00:36:39,5,ES MUY PRACTICO
7401,2023-02-25 00:33:46,5,Fácil y rápido
7402,2023-02-25 00:24:23,4,MUY RAPIDO Y EFICAZ
7403,2023-02-25 00:07:20,5,ES FACIL DE REALIZAR
7404,2023-02-25 00:04:33,5,PORQUE ES FACIL Y SENCILLA
7405,2023-02-25 00:01:49,4,Es mas práctico y fácil
7406,2023-02-24 23:57:54,5,buen servicio
7407,2023-02-24 23:52:37,5,Sin comentarios
7408,2023-02-24 23:50:48,5,Muy fácil y rápido
7409,2023-02-24 23:34:57,5,"Es fácil pero me gustaría que pusieran, tus boletos de abordar los encontrarás después de hacer check in. pensé que haría check in justo al abordar."
7410,2023-02-24 23:33:19,5,es muy sencillo realizar en linea
7411,2023-02-24 23:33:08,5,SON CHINGONES BOLA DE COÑOS
7412,2023-02-24 23:17:38,5,ES FACIL
7413,2023-02-24 23:06:34,4,directao en la pagino y no por separado
7414,2023-02-24 22:55:55,4,ES MUY RAPIDO
7415,2023-02-24 22:44:14,5,rapides
7416,2023-02-24 22:39:09,5,Conocimientos de detalles dell vuelo
7417,2023-02-24 22:38:42,5,excelente servicio
7418,2023-02-24 22:16:36,5,Gracias
7419,2023-02-24 22:04:12,5,muy rapido
7420,2023-02-24 21:45:35,5,"ES MUY RAPIDO Y NADA PROBLEMATICO, EN POCOS PASOS YA LO REALIZAMOS"
7421,2023-02-24 21:33:55,5,CALIDAD Y PRECIO
7422,2023-02-24 21:25:26,4,buen servicio
7423,2023-02-24 21:25:06,4,es practico
7424,2023-02-24 21:14:38,5,Es rápido
7425,2023-02-24 21:13:04,5,OK
7426,2023-02-24 21:08:34,5,Facilidad
7427,2023-02-24 21:06:34,5,sencillo
7428,2023-02-24 20:43:43,5,muy sencillo e intuitivo para usarse
7429,2023-02-24 20:40:19,5,FACILIDAD
7430,2023-02-24 20:17:18,5,Muy agil y amigable
7431,2023-02-24 20:13:04,5,Rapidéz
7432,2023-02-24 20:02:53,5,excelente atencion
7433,2023-02-24 19:46:37,4,Sencillo
7434,2023-02-24 19:39:54,4,buena linea de vuelo
7435,2023-02-24 19:39:45,5,"es fácil, soy adulto mu mayor y lo puedo hacer"
7436,2023-02-24 19:35:09,5,muy buena
7437,2023-02-24 19:31:05,4,buen servicio
7438,2023-02-24 19:19:45,5,POR EFICIENTES
7439,2023-02-24 19:07:25,5,ES MUY COMODO Y FACIL
7440,2023-02-24 19:04:09,5,todo bien
7441,2023-02-24 19:00:53,5,"PRECIO,"
7442,2023-02-24 18:57:43,5,facil y rapido
7443,2023-02-24 18:56:22,5,super facil
7444,2023-02-24 18:51:23,5,es muy agil y eficiente
7445,2023-02-24 18:44:06,5,fue muy facil de usar  tuve un error en las fechas y pude hacer los cambios con facilidad
7446,2023-02-24 18:40:47,5,ES MAS RAPIDO
7447,2023-02-24 18:40:19,5,Es mejor hacerlo antes para evitar contratiempos
7448,2023-02-24 18:40:17,5,PORQUE ES BARATO Y RAPIDO
7449,2023-02-24 18:40:16,5,buen servicio en internet
7450,2023-02-24 18:24:19,4,buen servicio
7451,2023-02-24 18:23:52,4,hasta a el momento me parece amigable
7452,2023-02-24 18:22:03,5,.
7453,2023-02-24 18:18:35,5,LA FACILIDAD
7454,2023-02-24 18:17:31,4,Muy fácil y rápido
7455,2023-02-24 18:13:04,5,Es más cómodo
7456,2023-02-24 18:01:22,5,eficiencia
7457,2023-02-24 18:00:55,5,HORARIOS FELXIBLES
7458,2023-02-24 17:58:38,5,Muy facil de hacer.
7459,2023-02-24 17:56:16,5,BUEN SERVICIO
7460,2023-02-24 17:53:04,5,RAPIDO
7461,2023-02-24 17:52:37,5,muy facil
7462,2023-02-24 17:39:32,5,"Todo muy sencillo de usar, cuando tuve que hablar para pedir asistencia, EXCELENTE atencion.  gracias."
7463,2023-02-24 17:31:03,5,muy agil
